"","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","Season","Position"
"169","Josh Green","DAL","21","16","9","100%","0.5","1.8","28.6","37.5","21.4%","0.2","0.4","50.0","78.6%","0.3","1.4","22.7","2021","Forward"
"170","Jevon Carter","MIL","26","11","8","100%","0.8","1.7","47.4","55.3","63.2%","0.6","1.1","50.0","36.8%","0.3","0.6","42.9","2021","Forward"
"171","Ish Wainright","PHX","27","7","5","100%","0.7","1.7","41.7","54.2","50.0%","0.3","0.9","33.3","50.0%","0.4","0.9","50.0","2021","Forward"
"172","DeAndre Jordan","PHI","33","3","2","100%","1.7","1.7","100","100","100%","1.7","1.7","100","0.0%","0.0","0.0","-","2021","Forward"
"173","Naji Marshall","NOP","24","6","4","100%","1.2","1.7","70.0","70.0","100%","1.2","1.7","70.0","0.0%","0.0","0.0","-","2021","Forward"
"174","Elfrid Payton","PHX","28","2","2","100%","1.0","1.5","66.7","66.7","100%","1.0","1.5","66.7","0.0%","0.0","0.0","-","2021","Forward"
"175","Vlatko Cancar","DEN","25","2","1","100%","1.0","1.5","66.7","83.3","33.3%","0.5","0.5","100","66.7%","0.5","1.0","50.0","2021","Forward"
"176","Eric Paschall","UTA","25","4","3","100%","0.8","1.5","50.0","58.3","66.7%","0.5","1.0","50.0","33.3%","0.3","0.5","50.0","2021","Forward"
"177","Yuta Watanabe","TOR","27","4","4","100%","0.5","1.5","33.3","33.3","83.3%","0.5","1.3","40.0","16.7%","0.0","0.3","0.0","2021","Forward"
"178","Jalen Johnson","ATL","20","2","2","100%","0.0","1.5","0.0","0.0","66.7%","0.0","1.0","0.0","33.3%","0.0","0.5","0.0","2021","Forward"
"179","John Konchar","MEM","26","8","4","100%","0.4","1.4","27.3","31.8","45.5%","0.3","0.6","40.0","54.5%","0.1","0.8","16.7","2021","Forward"
"180","Boban Marjanovic","DAL","33","3","3","100%","0.3","1.3","25.0","25.0","100%","0.3","1.3","25.0","0.0%","0.0","0.0","-","2021","Forward"
"181","Andre Iguodala","GSW","38","7","4","100%","0.6","1.3","44.4","50.0","66.7%","0.4","0.9","50.0","33.3%","0.1","0.4","33.3","2021","Forward"
"182","Jaden Springer","PHI","19","5","3","100%","0.6","1.2","50.0","50.0","83.3%","0.6","1.0","60.0","16.7%","0.0","0.2","0.0","2021","Forward"
"183","Malachi Flynn","TOR","24","6","4","100%","0.0","1.2","0.0","0.0","57.1%","0.0","0.7","0.0","42.9%","0.0","0.5","0.0","2021","Forward"
"184","Aaron Nesmith","BOS","22","15","9","100%","0.3","1.1","23.5","26.5","35.3%","0.2","0.4","50.0","64.7%","0.1","0.7","9.1","2021","Forward"
"185","Jordan Nwora","MIL","23","8","3","100%","0.3","1.1","22.2","22.2","55.6%","0.3","0.6","40.0","44.4%","0.0","0.5","0.0","2021","Forward"
"186","Sterling Brown","DAL","27","9","5","100%","0.3","1.1","30.0","30.0","60.0%","0.3","0.7","50.0","40.0%","0.0","0.4","0.0","2021","Forward"
"187","Marquese Chriss","DAL","24","8","4","100%","0.5","1.0","50.0","56.3","75.0%","0.4","0.8","50.0","25.0%","0.1","0.3","50.0","2021","Forward"
"188","Gorgui Dieng","ATL","32","2","2","100%","0.5","1.0","50.0","50.0","50.0%","0.5","0.5","100","50.0%","0.0","0.5","0.0","2021","Forward"
"189","Timothe Luwawu-Cabarrot","ATL","27","4","1","100%","0.5","1.0","50.0","62.5","25.0%","0.3","0.3","100","75.0%","0.3","0.8","33.3","2021","Forward"
"190","Tristan Thompson","CHI","31","5","3","100%","0.4","1.0","40.0","40.0","100%","0.4","1.0","40.0","0.0%","0.0","0.0","-","2021","Forward"
"191","George Hill","MIL","36","5","3","100%","0.2","1.0","20.0","30.0","60.0%","0.0","0.6","0.0","40.0%","0.2","0.4","50.0","2021","Forward"
"192","Markieff Morris","MIA","32","1","1","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2021","Forward"
"193","Armoni Brooks","TOR","24","4","2","100%","0.0","1.0","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.0","0.0","2021","Forward"
"194","Nik Stauskas","BOS","28","13","7","100%","0.2","0.9","25.0","37.5","16.7%","0.0","0.1","0.0","83.3%","0.2","0.8","30.0","2021","Forward"
"195","Haywood Highsmith","MIA","25","8","6","100%","0.4","0.9","42.9","64.3","28.6%","0.0","0.3","0.0","71.4%","0.4","0.6","60.0","2021","Forward"
"196","Luca Vildoza","MIL","26","7","4","100%","0.3","0.9","33.3","41.7","16.7%","0.1","0.1","100","83.3%","0.1","0.7","20.0","2021","Forward"
"197","Juan Toscano-Anderson","GSW","29","14","5","100%","0.3","0.7","40.0","50.0","50.0%","0.1","0.4","40.0","50.0%","0.1","0.4","40.0","2021","Forward"
"198","Isaiah Joe","PHI","22","7","4","100%","0.3","0.7","40.0","50.0","40.0%","0.1","0.3","50.0","60.0%","0.1","0.4","33.3","2021","Forward"
"199","Charles Bassey","PHI","21","3","2","100%","0.3","0.7","50.0","50.0","100%","0.3","0.7","50.0","0.0%","0.0","0.0","-","2021","Forward"
"200","Svi Mykhailiuk","TOR","25","3","2","100%","0.0","0.7","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.7","0.0","2021","Forward"
"201","Sam Hauser","BOS","24","7","3","100%","0.1","0.6","25.0","37.5","25.0%","0.0","0.1","0.0","75.0%","0.1","0.4","33.3","2021","Forward"
"202","Dalano Banton","TOR","22","4","2","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2021","Forward"
"203","Zeke Nnaji","DEN","21","2","1","100%","0.5","0.5","100","150.0","0.0%","0.0","0.0","-","100%","0.5","0.5","100","2021","Forward"
"204","Skylar Mays","ATL","24","2","1","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2021","Forward"
"205","Facundo Campazzo","DEN","31","4","1","100%","0.0","0.5","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.5","0.0","2021","Forward"
"206","Malik Fitts","BOS","24","9","4","100%","0.3","0.4","75.0","100","50.0%","0.1","0.2","50.0","50.0%","0.2","0.2","100","2021","Forward"
"207","Luke Kornet","BOS","26","9","3","100%","0.3","0.4","75.0","87.5","75.0%","0.2","0.3","66.7","25.0%","0.1","0.1","100","2021","Forward"
"208","Thanasis Antetokounmpo","MIL","29","8","1","100%","0.3","0.4","66.7","66.7","100%","0.3","0.4","66.7","0.0%","0.0","0.0","-","2021","Forward"
"209","Rayjon Tucker","MIL","24","8","2","100%","0.1","0.4","33.3","33.3","66.7%","0.1","0.3","50.0","33.3%","0.0","0.1","0.0","2021","Forward"
"210","Juwan Morgan","BOS","25","9","1","100%","0.0","0.1","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.1","0.0","2021","Forward"
"211","Luka Doncic","DAL","22","7","7","100%","13.6","27.7","49.0","57.0","60.8%","9.1","16.9","54.2","39.2%","4.4","10.9","40.8","2020","Forward"
"212","Kevin Durant","BKN","32","12","12","100%","12.1","23.5","51.4","57.3","70.9%","9.3","16.7","56.0","29.1%","2.8","6.8","40.2","2020","Forward"
"213","Jayson Tatum","BOS","23","5","5","100%","9.4","22.2","42.3","48.6","67.6%","6.6","15.0","44.0","32.4%","2.8","7.2","38.9","2020","Forward"
"214","Giannis Antetokounmpo","MIL","26","21","21","100%","11.9","20.9","56.9","58.4","84.1%","11.3","17.6","64.2","15.9%","0.6","3.3","18.6","2020","Forward"
"215","Paul George","LAC","31","19","19","100%","8.7","19.7","44.1","50.9","59.4%","6.0","11.7","51.4","40.6%","2.7","8.0","33.6","2020","Forward"
"216","Khris Middleton","MIL","29","23","23","100%","8.6","19.6","43.8","50.4","61.3%","6.0","12.0","49.8","38.7%","2.6","7.6","34.3","2020","Forward"
"217","Dillon Brooks","MEM","25","5","5","100%","10.0","19.4","51.5","55.7","79.4%","8.4","15.4","54.5","20.6%","1.6","4.0","40.0","2020","Forward"
"218","Kawhi Leonard","LAC","30","11","11","100%","11.1","19.4","57.3","62.9","71.4%","8.9","13.8","64.5","28.6%","2.2","5.5","39.3","2020","Forward"
"219","LeBron James","LAL","36","6","6","100%","9.0","19.0","47.4","55.3","57.9%","6.0","11.0","54.5","42.1%","3.0","8.0","37.5","2020","Forward"
"220","Julius Randle","NYK","26","5","5","100%","5.6","18.8","29.8","35.6","64.9%","3.4","12.2","27.9","35.1%","2.2","6.6","33.3","2020","Forward"
"221","Tobias Harris","PHI","28","12","12","100%","8.8","17.9","48.8","52.6","80.0%","7.4","14.3","51.7","20.0%","1.3","3.6","37.2","2020","Forward"
"222","Joel Embiid","PHI","27","11","11","100%","9.2","17.9","51.3","55.3","79.2%","7.7","14.2","54.5","20.8%","1.4","3.7","39.0","2020","Forward"
"223","Jimmy Butler","MIA","31","4","4","100%","4.8","16.0","29.7","32.8","76.6%","3.8","12.3","30.6","23.4%","1.0","3.8","26.7","2020","Forward"
"224","Tim Hardaway Jr.","DAL","29","7","7","100%","6.0","14.4","41.6","53.0","43.6%","2.7","6.3","43.2","56.4%","3.3","8.1","40.4","2020","Forward"
"225","Bam Adebayo","MIA","23","4","4","100%","6.5","14.3","45.6","45.6","100%","6.5","14.3","45.6","0.0%","0.0","0.0","-","2020","Forward"
"226","Michael Porter Jr.","DEN","23","10","10","100%","6.4","13.5","47.4","58.1","45.9%","3.5","6.2","56.5","54.1%","2.9","7.3","39.7","2020","Forward"
"227","RJ Barrett","NYK","21","5","5","100%","5.2","13.4","38.8","44.8","58.2%","3.6","7.8","46.2","41.8%","1.6","5.6","28.6","2020","Forward"
"228","Evan Fournier","BOS","28","5","5","100%","5.4","12.6","42.9","53.2","52.4%","2.8","6.6","42.4","47.6%","2.6","6.0","43.3","2020","Forward"
"229","Anthony Davis","LAL","28","5","4","100%","5.0","12.4","40.3","41.9","82.3%","4.6","10.2","45.1","17.7%","0.4","2.2","18.2","2020","Forward"
"230","Bojan Bogdanovic","UTA","32","11","11","100%","5.8","12.4","47.1","59.9","44.1%","2.6","5.5","48.3","55.9%","3.2","6.9","46.1","2020","Forward"
"231","Jaren Jackson Jr.","MEM","21","5","5","100%","4.6","10.8","42.6","50.0","48.1%","3.0","5.2","57.7","51.9%","1.6","5.6","28.6","2020","Forward"
"232","Marcus Morris Sr.","LAC","31","19","19","100%","4.5","10.5","43.0","52.0","52.0%","2.6","5.5","48.1","48.0%","1.9","5.0","37.5","2020","Forward"
"233","Kristaps Porzingis","DAL","25","7","7","100%","4.9","10.3","47.2","52.8","62.5%","3.7","6.4","57.8","37.5%","1.1","3.9","29.6","2020","Forward"
"234","Joe Harris","BKN","29","12","12","100%","4.1","10.3","39.8","53.3","33.3%","1.3","3.4","39.0","66.7%","2.8","6.8","40.2","2020","Forward"
"235","John Collins","ATL","23","18","18","100%","5.6","10.1","54.9","60.4","69.2%","4.4","7.0","63.5","30.8%","1.1","3.1","35.7","2020","Forward"
"236","Kevin Huerter","ATL","22","18","18","100%","4.3","10.0","42.8","51.9","47.2%","2.4","4.7","51.8","52.8%","1.8","5.3","34.7","2020","Forward"
"237","Carmelo Anthony","POR","37","6","6","100%","4.2","10.0","41.7","53.3","38.3%","1.8","3.8","47.8","61.7%","2.3","6.2","37.8","2020","Forward"
"238","Aaron Gordon","DEN","25","10","10","100%","4.3","9.9","43.4","48.0","76.8%","3.4","7.6","44.7","23.2%","0.9","2.3","39.1","2020","Forward"
"239","Danilo Gallinari","ATL","32","18","18","100%","4.1","9.7","42.5","52.3","51.7%","2.2","5.0","44.4","48.3%","1.9","4.7","40.5","2020","Forward"
"240","Rui Hachimura","WAS","23","5","5","100%","5.8","9.4","61.7","71.3","68.1%","4.0","6.4","62.5","31.9%","1.8","3.0","60.0","2020","Forward"
"241","Dorian Finney-Smith","DAL","28","7","7","100%","3.7","9.1","40.6","53.1","42.2%","1.4","3.9","37.0","57.8%","2.3","5.3","43.2","2020","Forward"
"242","Cam Reddish","ATL","21","4","4","100%","4.8","9.0","52.8","65.3","61.1%","2.5","5.5","45.5","38.9%","2.3","3.5","64.3","2020","Forward"
"243","De'Andre Hunter","ATL","23","5","5","100%","3.6","9.0","40.0","46.7","64.4%","2.4","5.8","41.4","35.6%","1.2","3.2","37.5","2020","Forward"
"244","Mikal Bridges","PHX","24","22","22","100%","4.2","8.6","48.4","57.6","50.0%","2.6","4.3","60.0","50.0%","1.6","4.3","36.8","2020","Forward"
"245","Kyle Anderson","MEM","27","5","5","100%","3.6","8.4","42.9","46.4","71.4%","3.0","6.0","50.0","28.6%","0.6","2.4","25.0","2020","Forward"
"246","Jae Crowder","PHX","30","22","22","100%","3.5","8.4","41.3","56.0","22.8%","1.0","1.9","52.4","77.2%","2.5","6.5","38.0","2020","Forward"
"247","Romeo Langford","BOS","21","4","4","100%","3.3","8.0","40.6","50.0","46.9%","1.8","3.8","46.7","53.1%","1.5","4.3","35.3","2020","Forward"
"248","Kyle Kuzma","LAL","25","6","6","100%","2.3","8.0","29.2","33.3","52.1%","1.7","4.2","40.0","47.9%","0.7","3.8","17.4","2020","Forward"
"249","Ben Simmons","PHI","24","12","12","100%","4.9","7.9","62.1","62.1","98.9%","4.9","7.8","62.8","1.1%","0.0","0.1","0.0","2020","Forward"
"250","Reggie Bullock","NYK","30","5","5","100%","3.0","7.8","38.5","51.3","25.6%","1.0","2.0","50.0","74.4%","2.0","5.8","34.5","2020","Forward"
"251","Royce O'Neale","UTA","28","11","11","100%","3.9","7.7","50.6","67.1","29.4%","1.4","2.3","60.0","70.6%","2.5","5.5","46.7","2020","Forward"
"252","Bobby Portis","MIL","26","20","20","100%","3.5","7.5","46.4","52.3","65.6%","2.6","5.0","52.5","34.4%","0.9","2.6","34.6","2020","Forward"
"253","Duncan Robinson","MIA","27","4","4","100%","2.8","7.3","37.9","55.2","6.9%","0.3","0.5","50.0","93.1%","2.5","6.8","37.0","2020","Forward"
"254","Joe Ingles","UTA","33","11","11","100%","3.5","7.2","49.4","64.6","26.6%","1.4","1.9","71.4","73.4%","2.2","5.3","41.4","2020","Forward"
"255","Tristan Thompson","BOS","30","5","5","100%","4.0","6.8","58.8","58.8","100%","4.0","6.8","58.8","0.0%","0.0","0.0","-","2020","Forward"
"256","Davis Bertans","WAS","28","4","4","100%","2.8","6.8","40.7","55.6","14.8%","0.8","1.0","75.0","85.2%","2.0","5.8","34.8","2020","Forward"
"257","Blake Griffin","BKN","32","12","11","100%","3.5","6.6","53.2","62.0","54.4%","2.3","3.6","65.1","45.6%","1.2","3.0","38.9","2020","Forward"
"258","Bruce Brown","BKN","24","12","12","100%","3.3","6.6","50.6","51.9","86.1%","3.2","5.7","55.9","13.9%","0.2","0.9","18.2","2020","Forward"
"259","Furkan Korkmaz","PHI","23","12","12","100%","2.5","6.1","41.1","50.7","39.7%","1.3","2.4","55.2","60.3%","1.2","3.7","31.8","2020","Forward"
"260","Robert Covington","POR","30","6","6","100%","3.0","6.0","50.0","65.3","38.9%","1.2","2.3","50.0","61.1%","1.8","3.7","50.0","2020","Forward"
"261","Trevor Ariza","MIA","36","4","4","100%","1.8","5.8","30.4","41.3","26.1%","0.5","1.5","33.3","73.9%","1.3","4.3","29.4","2020","Forward"
"262","Nicolas Batum","LAC","32","19","19","100%","2.8","5.7","48.6","61.5","33.9%","1.3","1.9","67.6","66.1%","1.5","3.8","38.9","2020","Forward"
"263","Paul Millsap","DEN","36","9","9","100%","2.4","5.6","44.0","50.0","54.0%","1.8","3.0","59.3","46.0%","0.7","2.6","26.1","2020","Forward"
"264","Jeff Green","BKN","34","6","5","100%","2.7","5.5","48.5","63.6","45.5%","1.0","2.5","40.0","54.5%","1.7","3.0","55.6","2020","Forward"
"265","Nemanja Bjelica","MIA","33","2","2","100%","2.5","5.5","45.5","63.6","27.3%","0.5","1.5","33.3","72.7%","2.0","4.0","50.0","2020","Forward"
"266","Terance Mann","LAC","24","19","16","100%","2.8","5.5","51.9","59.6","64.4%","2.0","3.5","56.7","35.6%","0.8","1.9","43.2","2020","Forward"
"267","Jabari Parker","BOS","26","4","4","100%","3.3","5.3","61.9","66.7","76.2%","2.8","4.0","68.8","23.8%","0.5","1.3","40.0","2020","Forward"
"268","Cameron Johnson","PHX","25","21","21","100%","2.6","5.2","50.0","65.0","32.7%","1.1","1.7","61.1","67.3%","1.6","3.5","44.6","2020","Forward"
"269","Daniel Gafford","WAS","22","5","5","100%","4.4","5.2","84.6","84.6","100%","4.4","5.2","84.6","0.0%","0.0","0.0","-","2020","Forward"
"270","Robert Williams III","BOS","23","3","2","100%","3.0","4.7","64.3","64.3","100%","3.0","4.7","64.3","0.0%","0.0","0.0","-","2020","Forward"
"271","Obi Toppin","NYK","23","5","5","100%","2.4","4.6","52.2","58.7","60.9%","1.8","2.8","64.3","39.1%","0.6","1.8","33.3","2020","Forward"
"272","JaMychal Green","DEN","31","10","10","100%","2.0","4.5","44.4","51.1","55.6%","1.4","2.5","56.0","44.4%","0.6","2.0","30.0","2020","Forward"
"273","Matisse Thybulle","PHI","24","12","12","100%","2.1","4.3","48.1","58.7","34.6%","1.2","1.5","77.8","65.4%","0.9","2.8","32.4","2020","Forward"
"274","Maxi Kleber","DAL","29","7","7","100%","1.7","4.3","40.0","53.3","33.3%","0.6","1.4","40.0","66.7%","1.1","2.9","40.0","2020","Forward"
"275","P.J. Tucker","MIL","36","23","23","100%","1.6","4.3","38.8","48.5","39.8%","0.8","1.7","48.7","60.2%","0.8","2.6","32.2","2020","Forward"
"276","Taj Gibson","NYK","36","5","5","100%","2.4","4.0","60.0","60.0","100%","2.4","4.0","60.0","0.0%","0.0","0.0","-","2020","Forward"
"277","Shake Milton","PHI","24","12","11","100%","1.3","3.9","31.9","40.4","59.6%","0.6","2.3","25.0","40.4%","0.7","1.6","42.1","2020","Forward"
"278","Aaron Nesmith","BOS","21","5","4","100%","1.0","3.6","27.8","38.9","22.2%","0.2","0.8","25.0","77.8%","0.8","2.8","28.6","2020","Forward"
"279","Jordan Nwora","MIL","22","5","5","100%","0.8","3.6","22.2","27.8","55.6%","0.4","2.0","20.0","44.4%","0.4","1.6","25.0","2020","Forward"
"280","Georges Niang","UTA","28","11","10","100%","1.0","3.5","28.2","39.7","23.1%","0.2","0.8","22.2","76.9%","0.8","2.7","30.0","2020","Forward"
"281","Montrezl Harrell","LAL","27","4","3","100%","2.0","3.5","57.1","57.1","100%","2.0","3.5","57.1","0.0%","0.0","0.0","-","2020","Forward"
"282","Torrey Craig","PHX","30","22","19","100%","1.4","3.4","42.7","52.7","50.7%","0.8","1.7","44.7","49.3%","0.7","1.7","40.5","2020","Forward"
"283","Dario Saric","PHX","27","14","14","100%","1.5","3.2","46.7","55.6","60.0%","0.9","1.9","48.1","40.0%","0.6","1.3","44.4","2020","Forward"
"284","Serge Ibaka","LAC","31","2","2","100%","1.5","3.0","50.0","50.0","66.7%","1.5","2.0","75.0","33.3%","0.0","1.0","0.0","2020","Forward"
"285","Andre Iguodala","MIA","37","4","4","100%","1.5","2.8","54.5","68.2","36.4%","0.8","1.0","75.0","63.6%","0.8","1.8","42.9","2020","Forward"
"286","Reggie Perry","BKN","21","5","4","100%","1.4","2.6","53.8","61.5","61.5%","1.0","1.6","62.5","38.5%","0.4","1.0","40.0","2020","Forward"
"287","Grant Williams","BOS","22","5","4","100%","1.2","2.6","46.2","53.8","61.5%","0.8","1.6","50.0","38.5%","0.4","1.0","40.0","2020","Forward"
"288","Dwight Howard","PHI","35","12","12","100%","1.3","2.5","53.3","53.3","96.7%","1.3","2.4","55.2","3.3%","0.0","0.1","0.0","2020","Forward"
"289","Chandler Hutchison","WAS","25","2","2","100%","1.0","2.5","40.0","40.0","100%","1.0","2.5","40.0","0.0%","0.0","0.0","-","2020","Forward"
"290","Derrick Jones Jr.","POR","24","2","2","100%","1.0","2.5","40.0","40.0","60.0%","1.0","1.5","66.7","40.0%","0.0","1.0","0.0","2020","Forward"
"291","JaVale McGee","DEN","33","4","3","100%","0.8","2.5","30.0","30.0","80.0%","0.8","2.0","37.5","20.0%","0.0","0.5","0.0","2020","Forward"
"292","Nic Claxton","BKN","22","12","8","100%","1.2","2.4","48.3","48.3","100%","1.2","2.4","48.3","0.0%","0.0","0.0","-","2020","Forward"
"293","Markieff Morris","LAL","31","4","4","100%","0.5","2.3","22.2","27.8","55.6%","0.3","1.3","20.0","44.4%","0.3","1.0","25.0","2020","Forward"
"294","Frank Kaminsky","PHX","28","10","8","100%","1.0","2.2","45.5","47.7","77.3%","0.9","1.7","52.9","22.7%","0.1","0.5","20.0","2020","Forward"
"295","Derrick Favors","UTA","29","11","10","100%","1.4","2.1","69.6","69.6","100%","1.4","2.1","69.6","0.0%","0.0","0.0","-","2020","Forward"
"296","Nerlens Noel","NYK","27","5","4","100%","1.0","2.0","50.0","50.0","100%","1.0","2.0","50.0","0.0%","0.0","0.0","-","2020","Forward"
"297","Ersan Ilyasova","UTA","34","1","1","100%","1.0","2.0","50.0","50.0","50.0%","1.0","1.0","100","50.0%","0.0","1.0","0.0","2020","Forward"
"298","Semi Ojeleye","BOS","26","2","2","100%","0.0","2.0","0.0","0.0","25.0%","0.0","0.5","0.0","75.0%","0.0","1.5","0.0","2020","Forward"
"299","Mike Scott","PHI","32","5","4","100%","0.4","1.8","22.2","33.3","22.2%","0.0","0.4","0.0","77.8%","0.4","1.4","28.6","2020","Forward"
"300","Onyeka Okongwu","ATL","20","18","14","100%","0.9","1.7","54.8","54.8","96.8%","0.9","1.7","56.7","3.2%","0.0","0.1","0.0","2020","Forward"
"301","Solomon Hill","ATL","30","14","10","100%","0.4","1.7","25.0","31.3","25.0%","0.2","0.4","50.0","75.0%","0.2","1.3","16.7","2020","Forward"
"302","Xavier Tillman Sr.","MEM","22","3","3","100%","0.3","1.7","20.0","20.0","80.0%","0.3","1.3","25.0","20.0%","0.0","0.3","0.0","2020","Forward"
"303","Zeke Nnaji","DEN","20","5","5","100%","0.8","1.6","50.0","68.8","12.5%","0.2","0.2","100","87.5%","0.6","1.4","42.9","2020","Forward"
"304","Alfonzo McKinnie","LAL","28","2","2","100%","0.0","1.5","0.0","0.0","33.3%","0.0","0.5","0.0","66.7%","0.0","1.0","0.0","2020","Forward"
"305","Timothe Luwawu-Cabarrot","BKN","26","7","5","100%","0.4","1.4","30.0","40.0","40.0%","0.1","0.6","25.0","60.0%","0.3","0.9","33.3","2020","Forward"
"306","Mamadi Diakite","MIL","24","7","5","100%","0.3","1.4","20.0","25.0","80.0%","0.1","1.1","12.5","20.0%","0.1","0.3","50.0","2020","Forward"
"307","Alize Johnson","BKN","25","5","3","100%","0.8","1.4","57.1","57.1","100%","0.8","1.4","57.1","0.0%","0.0","0.0","-","2020","Forward"
