"","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","Season","Position"
"2048","Norman Powell","TOR","24","9","9","100%","3.9","8.0","48.6","59.0","54.2%","2.2","4.3","51.3","45.8%","1.7","3.7","45.5","2016","Guard"
"2049","Evan Turner","POR","28","4","4","100%","3.0","7.3","41.4","50.0","48.3%","1.8","3.5","50.0","51.7%","1.3","3.8","33.3","2016","Guard"
"2050","Tony Snell","MIL","25","6","6","100%","3.7","7.2","51.2","69.8","27.9%","1.0","2.0","50.0","72.1%","2.7","5.2","51.6","2016","Guard"
"2051","Cory Joseph","TOR","25","10","10","100%","3.1","7.1","43.7","50.0","69.0%","2.2","4.9","44.9","31.0%","0.9","2.2","40.9","2016","Guard"
"2052","Marcus Smart","BOS","23","18","18","100%","2.6","6.9","37.6","49.2","42.4%","1.0","2.9","34.0","57.6%","1.6","4.0","40.3","2016","Guard"
"2053","Danny Green","SAS","30","16","16","100%","2.8","6.8","41.3","53.2","31.2%","1.2","2.1","55.9","68.8%","1.6","4.7","34.7","2016","Guard"
"2054","Vince Carter","MEM","40","6","6","100%","3.3","6.7","50.0","60.0","50.0%","2.0","3.3","60.0","50.0%","1.3","3.3","40.0","2016","Guard"
"2055","JJ Redick","LAC","33","7","7","100%","2.7","6.6","41.3","51.1","50.0%","1.4","3.3","43.5","50.0%","1.3","3.3","39.1","2016","Guard"
"2056","Matthew Dellavedova","MIL","26","6","6","100%","2.7","6.5","41.0","48.7","59.0%","1.7","3.8","43.5","41.0%","1.0","2.7","37.5","2016","Guard"
"2057","Bojan Bogdanovic","WAS","28","13","13","100%","2.8","6.5","42.9","52.4","46.4%","1.5","3.0","51.3","53.6%","1.2","3.5","35.6","2016","Guard"
"2058","Andre Iguodala","GSW","33","16","16","100%","2.9","6.3","45.5","49.5","58.4%","2.4","3.7","64.4","41.6%","0.5","2.6","19.0","2016","Guard"
"2059","CJ Miles","IND","30","4","4","100%","2.8","6.0","45.8","56.3","33.3%","1.5","2.0","75.0","66.7%","1.3","4.0","31.3","2016","Guard"
"2060","Manu Ginobili","SAS","39","16","16","100%","2.5","5.8","43.0","47.8","58.1%","1.9","3.4","57.4","41.9%","0.6","2.4","23.1","2016","Guard"
"2061","JR Smith","CLE","31","18","18","100%","2.8","5.5","50.5","70.7","19.2%","0.6","1.1","52.6","80.8%","2.2","4.4","50.0","2016","Guard"
"2062","Allen Crabbe","POR","25","4","4","100%","2.3","5.3","42.9","50.0","42.9%","1.5","2.3","66.7","57.1%","0.8","3.0","25.0","2016","Guard"
"2063","Dejounte Murray","SAS","20","11","11","100%","2.1","4.9","42.6","42.6","94.4%","2.1","4.6","45.1","5.6%","0.0","0.3","0.0","2016","Guard"
"2064","Shelvin Mack","UTA","27","9","7","100%","1.9","4.8","39.5","47.7","65.1%","1.1","3.1","35.7","34.9%","0.8","1.7","46.7","2016","Guard"
"2065","Ian Clark","GSW","26","16","15","100%","2.5","4.8","52.6","61.2","52.6%","1.7","2.5","67.5","47.4%","0.8","2.3","36.1","2016","Guard"
"2066","Monta Ellis","IND","31","4","4","100%","2.0","4.8","42.1","47.4","57.9%","1.5","2.8","54.5","42.1%","0.5","2.0","25.0","2016","Guard"
"2067","Andrew Harrison","MEM","22","6","6","100%","2.2","4.7","46.4","55.4","53.6%","1.3","2.5","53.3","46.4%","0.8","2.2","38.5","2016","Guard"
"2068","Raymond Felton","LAC","33","7","7","100%","2.1","4.4","48.4","54.8","74.2%","1.6","3.3","47.8","25.8%","0.6","1.1","50.0","2016","Guard"
"2069","Alex Abrines","OKC","23","5","5","100%","1.6","4.4","36.4","47.7","22.7%","0.6","1.0","60.0","77.3%","1.0","3.4","29.4","2016","Guard"
"2070","Jerian Grant","CHI","24","5","5","100%","1.2","4.4","27.3","29.5","59.1%","1.0","2.6","38.5","40.9%","0.2","1.8","11.1","2016","Guard"
"2071","Kyle Korver","CLE","36","18","17","100%","1.9","4.4","43.0","60.1","13.9%","0.4","0.6","63.6","86.1%","1.5","3.8","39.7","2016","Guard"
"2072","Terry Rozier","BOS","23","17","16","100%","1.9","4.3","44.6","54.1","48.6%","1.1","2.1","52.8","51.4%","0.8","2.2","36.8","2016","Guard"
"2073","Shaun Livingston","GSW","31","14","14","100%","2.4","4.1","58.6","58.6","100%","2.4","4.1","58.6","0.0%","0.0","0.0","-","2016","Guard"
"2074","Kyle Anderson","SAS","23","15","11","100%","2.4","4.1","58.1","60.5","83.9%","2.2","3.5","63.5","16.1%","0.2","0.7","30.0","2016","Guard"
"2075","Bobby Brown","HOU","32","5","5","100%","2.0","4.0","50.0","62.5","45.0%","1.0","1.8","55.6","55.0%","1.0","2.2","45.5","2016","Guard"
"2076","Shabazz Napier","POR","25","4","3","100%","2.0","4.0","50.0","65.6","31.3%","0.8","1.3","60.0","68.8%","1.3","2.8","45.5","2016","Guard"
"2077","Dante Exum","UTA","21","7","6","100%","1.6","3.7","42.3","50.0","53.8%","1.0","2.0","50.0","46.2%","0.6","1.7","33.3","2016","Guard"
"2078","Wayne Selden","MEM","22","6","6","100%","1.5","3.7","40.9","45.5","50.0%","1.2","1.8","63.6","50.0%","0.3","1.8","18.2","2016","Guard"
"2079","Jose Calderon","ATL","35","6","6","100%","1.8","3.5","52.4","61.9","47.6%","1.2","1.7","70.0","52.4%","0.7","1.8","36.4","2016","Guard"
"2080","Deron Williams","CLE","33","18","18","100%","1.6","3.5","44.4","54.0","50.8%","0.9","1.8","50.0","49.2%","0.7","1.7","38.7","2016","Guard"
"2081","Bryn Forbes","SAS","23","6","5","100%","1.0","3.5","28.6","33.3","57.1%","0.7","2.0","33.3","42.9%","0.3","1.5","22.2","2016","Guard"
"2082","Iman Shumpert","CLE","27","17","16","100%","1.5","3.3","44.6","53.6","53.6%","0.9","1.8","50.0","46.4%","0.6","1.5","38.5","2016","Guard"
"2083","Patrick McCaw","GSW","21","15","12","100%","1.4","3.1","44.7","53.2","51.1%","0.9","1.6","54.2","48.9%","0.5","1.5","34.8","2016","Guard"
"2084","Malcolm Delaney","ATL","28","1","1","100%","3.0","3.0","100","116.7","66.7%","2.0","2.0","100","33.3%","1.0","1.0","100","2016","Guard"
"2085","Aaron Brooks","IND","32","1","1","100%","2.0","3.0","66.7","83.3","33.3%","1.0","1.0","100","66.7%","1.0","2.0","50.0","2016","Guard"
"2086","Jason Terry","MIL","39","6","6","100%","1.0","3.0","33.3","38.9","44.4%","0.7","1.3","50.0","55.6%","0.3","1.7","20.0","2016","Guard"
"2087","Pat Connaughton","POR","24","3","3","100%","0.7","3.0","22.2","22.2","33.3%","0.7","1.0","66.7","66.7%","0.0","2.0","0.0","2016","Guard"
"2088","Anthony Morrow","CHI","31","3","3","100%","1.7","2.7","62.5","62.5","100%","1.7","2.7","62.5","0.0%","0.0","0.0","-","2016","Guard"
"2089","Brandon Jennings","WAS","27","13","12","100%","1.1","2.6","41.2","44.1","64.7%","0.9","1.7","54.5","35.3%","0.1","0.9","16.7","2016","Guard"
"2090","Michael Carter-Williams","CHI","25","5","4","100%","1.2","2.6","46.2","46.2","92.3%","1.2","2.4","50.0","7.7%","0.0","0.2","0.0","2016","Guard"
"2091","Semaj Christon","OKC","24","2","2","100%","1.0","2.5","40.0","50.0","40.0%","0.5","1.0","50.0","60.0%","0.5","1.5","33.3","2016","Guard"
"2092","Glenn Robinson III","IND","23","3","3","100%","2.0","2.0","100","116.7","66.7%","1.3","1.3","100","33.3%","0.7","0.7","100","2016","Guard"
"2093","Cameron Payne","CHI","22","1","1","100%","1.0","2.0","50.0","75.0","50.0%","0.0","1.0","0.0","50.0%","1.0","1.0","100","2016","Guard"
"2094","Norris Cole","OKC","28","4","3","100%","0.5","2.0","25.0","31.3","50.0%","0.3","1.0","25.0","50.0%","0.3","1.0","25.0","2016","Guard"
"2095","Delon Wright","TOR","25","9","6","100%","1.0","1.8","56.3","62.5","62.5%","0.8","1.1","70.0","37.5%","0.2","0.7","33.3","2016","Guard"
"2096","Troy Daniels","MEM","25","6","4","100%","0.5","1.5","33.3","50.0","0.0%","0.0","0.0","-","100%","0.5","1.5","33.3","2016","Guard"
"2097","Denzel Valentine","CHI","23","4","2","100%","0.5","1.5","33.3","41.7","33.3%","0.3","0.5","50.0","66.7%","0.3","1.0","25.0","2016","Guard"
"2098","James Young","BOS","21","10","7","100%","0.5","1.5","33.3","50.0","6.7%","0.0","0.1","0.0","93.3%","0.5","1.4","35.7","2016","Guard"
"2099","Raul Neto","UTA","25","9","7","100%","0.9","1.4","61.5","73.1","53.8%","0.6","0.8","71.4","46.2%","0.3","0.7","50.0","2016","Guard"
"2100","Rashad Vaughn","MIL","20","3","2","100%","0.7","1.3","50.0","75.0","50.0%","0.0","0.7","0.0","50.0%","0.7","0.7","100","2016","Guard"
"2101","Trey Burke","WAS","24","3","3","100%","0.0","1.3","0.0","0.0","50.0%","0.0","0.7","0.0","50.0%","0.0","0.7","0.0","2016","Guard"
"2102","Mike Dunleavy","ATL","36","6","4","100%","0.5","1.2","42.9","57.1","28.6%","0.2","0.3","50.0","71.4%","0.3","0.8","40.0","2016","Guard"
"2103","Fred VanVleet","TOR","23","7","5","100%","0.9","1.1","75.0","87.5","50.0%","0.6","0.6","100","50.0%","0.3","0.6","50.0","2016","Guard"
"2104","Sheldon Mac","WAS","24","7","4","100%","0.7","1.1","62.5","75.0","37.5%","0.4","0.4","100","62.5%","0.3","0.7","40.0","2016","Guard"
"2105","Tim Quarterman","POR","22","2","2","100%","0.5","1.0","50.0","75.0","0.0%","0.0","0.0","-","100%","0.5","1.0","50.0","2016","Guard"
"2106","Dahntay Jones","CLE","36","10","5","100%","0.5","0.9","55.6","61.1","77.8%","0.4","0.7","57.1","22.2%","0.1","0.2","50.0","2016","Guard"
"2107","James Jones","CLE","36","8","3","100%","0.1","0.6","20.0","20.0","40.0%","0.1","0.3","50.0","60.0%","0.0","0.4","0.0","2016","Guard"
"2108","Tomas Satoransky","WAS","25","10","2","100%","0.3","0.6","50.0","50.0","100%","0.3","0.6","50.0","0.0%","0.0","0.0","-","2016","Guard"
"2109","Isaiah Taylor","HOU","22","3","1","100%","0.0","0.3","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.3","0.0","2016","Guard"
"2110","Russell Westbrook","OKC","27","18","18","100%","8.8","20.8","42.4","46.9","72.0%","6.9","15.0","46.3","28.0%","1.9","5.8","32.4","2015","Guard"
"2111","Damian Lillard","POR","25","11","11","100%","8.1","20.4","39.7","49.1","53.1%","4.3","10.8","39.5","46.9%","3.8","9.6","40.0","2015","Guard"
"2112","James Harden","HOU","26","5","5","100%","8.2","19.4","42.3","49.0","56.7%","5.6","11.0","50.9","43.3%","2.6","8.4","31.0","2015","Guard"
"2113","Kyrie Irving","CLE","24","21","21","100%","9.6","19.1","50.1","56.5","71.1%","7.1","13.6","52.6","28.9%","2.4","5.5","44.0","2015","Guard"
"2114","Kemba Walker","CHA","26","7","7","100%","8.0","18.6","43.1","48.5","67.7%","6.0","12.6","47.7","32.3%","2.0","6.0","33.3","2015","Guard"
"2115","DeMar DeRozan","TOR","26","20","20","100%","7.8","18.4","42.5","43.1","93.0%","7.7","17.1","44.6","7.0%","0.2","1.3","15.4","2015","Guard"
"2116","Chris Paul","LAC","31","4","4","100%","9.3","18.0","51.4","55.6","72.2%","7.8","13.0","59.6","27.8%","1.5","5.0","30.0","2015","Guard"
"2117","Stephen Curry","GSW","28","18","18","100%","8.2","17.9","45.8","58.2","39.3%","3.8","7.1","53.5","60.7%","4.4","10.9","40.8","2015","Guard"
"2118","Klay Thompson","GSW","26","24","24","100%","8.4","17.8","47.0","58.4","46.5%","4.3","8.3","51.8","53.5%","4.1","9.5","42.8","2015","Guard"
"2119","Dwyane Wade","MIA","34","14","14","100%","8.5","17.5","48.6","51.0","90.6%","7.6","15.9","48.2","9.4%","0.9","1.6","52.2","2015","Guard"
"2120","CJ McCollum","POR","24","11","11","100%","7.6","17.3","44.2","49.5","70.0%","5.8","12.1","48.1","30.0%","1.8","5.2","35.1","2015","Guard"
"2121","Isaiah Thomas","BOS","27","6","6","100%","7.8","17.2","45.6","51.9","58.3%","5.7","10.0","56.7","41.7%","2.2","7.2","30.2","2015","Guard"
"2122","Jamal Crawford","LAC","36","6","6","100%","6.5","16.7","39.0","41.0","79.0%","5.8","13.2","44.3","21.0%","0.7","3.5","19.0","2015","Guard"
"2123","Kyle Lowry","TOR","30","20","20","100%","6.5","15.5","42.3","49.0","56.1%","4.5","8.7","51.1","43.9%","2.1","6.8","30.9","2015","Guard"
"2124","Avery Bradley","BOS","25","1","1","100%","7.0","15.0","46.7","50.0","60.0%","6.0","9.0","66.7","40.0%","1.0","6.0","16.7","2015","Guard"
"2125","Goran Dragic","MIA","30","14","14","100%","6.5","14.1","46.2","50.3","77.2%","5.4","10.9","49.3","22.8%","1.1","3.2","35.6","2015","Guard"
"2126","Reggie Jackson","DET","26","4","4","100%","6.3","13.3","47.2","50.0","66.0%","5.5","8.8","62.9","34.0%","0.8","4.5","16.7","2015","Guard"
"2127","Evan Turner","BOS","27","6","6","100%","5.2","12.8","40.3","42.2","83.1%","4.7","10.7","43.8","16.9%","0.5","2.2","23.1","2015","Guard"
"2128","JJ Redick","LAC","32","6","6","100%","5.7","12.5","45.3","52.7","58.7%","3.8","7.3","52.3","41.3%","1.8","5.2","35.5","2015","Guard"
"2129","Raymond Felton","DAL","32","5","5","100%","6.4","12.4","51.6","54.8","77.4%","5.6","9.6","58.3","22.6%","0.8","2.8","28.6","2015","Guard"
"2130","Kentavious Caldwell-Pope","DET","23","4","4","100%","5.5","12.3","44.9","57.1","44.9%","2.5","5.5","45.5","55.1%","3.0","6.8","44.4","2015","Guard"
"2131","Wesley Matthews","DAL","29","5","5","100%","4.0","11.2","35.7","44.6","37.5%","2.0","4.2","47.6","62.5%","2.0","7.0","28.6","2015","Guard"
"2132","Kent Bazemore","ATL","26","10","10","100%","4.4","11.1","39.6","46.8","45.0%","2.8","5.0","56.0","55.0%","1.6","6.1","26.2","2015","Guard"
"2133","Joe Johnson","MIA","35","14","14","100%","4.9","11.1","43.9","48.1","70.3%","3.9","7.8","50.5","29.7%","0.9","3.3","28.3","2015","Guard"
"2134","Jeff Teague","ATL","28","10","10","100%","4.6","10.6","43.4","47.6","66.0%","3.7","7.0","52.9","34.0%","0.9","3.6","25.0","2015","Guard"
"2135","Monta Ellis","IND","30","7","7","100%","4.7","10.3","45.8","50.7","70.8%","3.7","7.3","51.0","29.2%","1.0","3.0","33.3","2015","Guard"
"2136","Lance Stephenson","MEM","25","4","4","100%","5.8","10.3","56.1","58.5","87.8%","5.3","9.0","58.3","12.2%","0.5","1.3","40.0","2015","Guard"
"2137","Austin Rivers","LAC","23","6","6","100%","4.3","10.0","43.3","46.7","71.7%","3.7","7.2","51.2","28.3%","0.7","2.8","23.5","2015","Guard"
"2138","Dennis Schroder","ATL","22","10","10","100%","4.7","9.2","51.1","57.6","62.0%","3.5","5.7","61.4","38.0%","1.2","3.5","34.3","2015","Guard"
"2139","Tony Parker","SAS","34","10","10","100%","4.4","8.9","49.4","51.7","83.1%","4.0","7.4","54.1","16.9%","0.4","1.5","26.7","2015","Guard"
"2140","Nicolas Batum","CHA","27","5","5","100%","3.4","8.8","38.6","45.5","50.0%","2.2","4.4","50.0","50.0%","1.2","4.4","27.3","2015","Guard"
"2141","JR Smith","CLE","30","21","21","100%","3.9","8.6","45.6","63.6","18.3%","0.8","1.6","51.5","81.7%","3.1","7.0","44.2","2015","Guard"
"2142","Marcus Smart","BOS","22","6","6","100%","3.7","8.5","43.1","53.9","39.2%","1.8","3.3","55.0","60.8%","1.8","5.2","35.5","2015","Guard"
"2143","Jeremy Lin","CHA","27","7","7","100%","3.7","8.4","44.1","46.6","76.3%","3.3","6.4","51.1","23.7%","0.4","2.0","21.4","2015","Guard"
"2144","George Hill","IND","30","7","7","100%","4.6","8.1","56.1","67.5","52.6%","2.7","4.3","63.3","47.4%","1.9","3.9","48.1","2015","Guard"
"2145","J.J. Barea","DAL","32","4","4","100%","2.8","8.0","34.4","35.9","75.0%","2.5","6.0","41.7","25.0%","0.3","2.0","12.5","2015","Guard"
"2146","Jordan Farmar","MEM","29","4","4","100%","2.5","7.8","32.3","38.7","61.3%","1.5","4.8","31.6","38.7%","1.0","3.0","33.3","2015","Guard"
"2147","Tony Allen","MEM","34","4","4","100%","2.5","7.5","33.3","35.0","76.7%","2.3","5.8","39.1","23.3%","0.3","1.8","14.3","2015","Guard"
"2148","Jason Terry","HOU","38","5","5","100%","2.6","7.4","35.1","43.2","48.6%","1.4","3.6","38.9","51.4%","1.2","3.8","31.6","2015","Guard"
"2149","Kyle Korver","ATL","35","10","10","100%","3.5","7.3","47.9","64.4","27.4%","1.1","2.0","55.0","72.6%","2.4","5.3","45.3","2015","Guard"
"2150","Justin Anderson","DAL","22","5","5","100%","3.4","7.2","47.2","52.8","63.9%","2.6","4.6","56.5","36.1%","0.8","2.6","30.8","2015","Guard"
"2151","Xavier Munford","MEM","24","4","4","100%","2.3","7.0","32.1","33.9","71.4%","2.0","5.0","40.0","28.6%","0.3","2.0","12.5","2015","Guard"
"2152","Dion Waiters","OKC","24","18","18","100%","3.1","6.9","44.0","52.4","55.2%","1.9","3.8","49.3","44.8%","1.2","3.1","37.5","2015","Guard"
"2153","Courtney Lee","CHA","30","7","7","100%","3.0","6.9","43.8","47.9","81.3%","2.4","5.6","43.6","18.8%","0.6","1.3","44.4","2015","Guard"
"2154","Cory Joseph","TOR","24","20","20","100%","3.5","6.8","50.4","53.3","83.2%","3.0","5.7","53.5","16.8%","0.4","1.1","34.8","2015","Guard"
"2155","Gerald Henderson","POR","28","11","11","100%","2.7","6.8","40.0","44.7","74.7%","2.1","5.1","41.1","25.3%","0.6","1.7","36.8","2015","Guard"
"2156","Shaun Livingston","GSW","30","24","24","100%","3.4","6.6","51.6","51.6","99.4%","3.4","6.6","51.9","0.6%","0.0","0.0","0.0","2015","Guard"
"2157","Patrick Beverley","HOU","27","5","5","100%","2.0","6.6","30.3","34.8","60.6%","1.4","4.0","35.0","39.4%","0.6","2.6","23.1","2015","Guard"
"2158","Allen Crabbe","POR","24","11","11","100%","3.5","6.5","52.8","63.2","51.4%","2.1","3.4","62.2","48.6%","1.4","3.2","42.9","2015","Guard"
"2159","Andre Iguodala","GSW","32","24","24","100%","3.3","6.5","49.7","57.6","58.6%","2.2","3.8","57.6","41.4%","1.0","2.7","38.5","2015","Guard"
"2160","Danny Green","SAS","29","10","10","100%","3.0","6.5","46.2","64.6","26.2%","0.6","1.7","35.3","73.8%","2.4","4.8","50.0","2015","Guard"
"2161","Vince Carter","MEM","39","4","4","100%","3.8","6.0","62.5","77.1","58.3%","2.0","3.5","57.1","41.7%","1.8","2.5","70.0","2015","Guard"
"2162","Josh Richardson","MIA","22","14","14","100%","2.4","6.0","39.3","49.4","45.2%","1.1","2.7","42.1","54.8%","1.2","3.3","37.0","2015","Guard"
"2163","Devin Harris","DAL","33","5","5","100%","3.0","5.8","51.7","58.6","55.2%","2.2","3.2","68.8","44.8%","0.8","2.6","30.8","2015","Guard"
"2164","Terrence Ross","TOR","25","20","20","100%","2.3","5.7","40.4","49.6","44.7%","1.3","2.5","49.0","55.3%","1.1","3.1","33.3","2015","Guard"
"2165","Deron Williams","DAL","32","3","2","100%","2.0","5.7","35.3","44.1","58.8%","1.0","3.3","30.0","41.2%","1.0","2.3","42.9","2015","Guard"
"2166","Rodney Stuckey","IND","30","7","7","100%","2.4","5.6","43.6","50.0","74.4%","1.7","4.1","41.4","25.6%","0.7","1.4","50.0","2015","Guard"
"2167","Patty Mills","SAS","27","10","10","100%","2.3","5.3","43.4","55.7","32.1%","1.0","1.7","58.8","67.9%","1.3","3.6","36.1","2015","Guard"
"2168","CJ Miles","IND","29","7","7","100%","1.4","5.0","28.6","31.4","45.7%","1.1","2.3","50.0","54.3%","0.3","2.7","10.5","2015","Guard"
"2169","Corey Brewer","HOU","30","5","4","100%","1.4","4.8","29.2","31.3","58.3%","1.2","2.8","42.9","41.7%","0.2","2.0","10.0","2015","Guard"
"2170","Manu Ginobili","SAS","38","10","10","100%","2.0","4.6","43.5","53.3","54.3%","1.1","2.5","44.0","45.7%","0.9","2.1","42.9","2015","Guard"
"2171","Terry Rozier","BOS","22","5","5","100%","1.8","4.6","39.1","47.8","52.2%","1.0","2.4","41.7","47.8%","0.8","2.2","36.4","2015","Guard"
"2172","Andre Roberson","OKC","24","18","18","100%","2.2","4.4","50.0","57.5","53.8%","1.6","2.4","65.1","46.3%","0.7","2.1","32.4","2015","Guard"
"2173","Kevin Martin","SAS","33","5","4","100%","1.6","3.8","42.1","52.6","57.9%","0.8","2.2","36.4","42.1%","0.8","1.6","50.0","2015","Guard"
"2174","Norman Powell","TOR","23","18","15","100%","1.5","3.8","39.7","44.9","61.8%","1.1","2.3","47.6","38.2%","0.4","1.4","26.9","2015","Guard"
"2175","Matthew Dellavedova","CLE","25","20","19","100%","1.3","3.5","37.1","42.9","58.6%","0.9","2.0","43.9","41.4%","0.4","1.4","27.6","2015","Guard"
"2176","Leandro Barbosa","GSW","33","23","20","100%","2.2","3.5","63.8","70.6","65.0%","1.7","2.3","76.9","35.0%","0.5","1.2","39.3","2015","Guard"
"2177","Ian Clark","GSW","25","16","14","100%","1.6","3.0","54.2","60.4","62.5%","1.3","1.9","66.7","37.5%","0.4","1.1","33.3","2015","Guard"
"2178","Andrew Goudelock","HOU","27","2","2","100%","1.5","3.0","50.0","50.0","83.3%","1.5","2.5","60.0","16.7%","0.0","0.5","0.0","2015","Guard"
"2179","PJ Hairston","MEM","23","2","2","100%","1.0","3.0","33.3","41.7","50.0%","0.5","1.5","33.3","50.0%","0.5","1.5","33.3","2015","Guard"
"2180","Tim Hardaway Jr.","ATL","24","9","6","100%","0.8","2.9","26.9","30.8","46.2%","0.6","1.3","41.7","53.8%","0.2","1.6","14.3","2015","Guard"
"2181","Iman Shumpert","CLE","26","21","20","100%","1.2","2.7","43.9","55.3","40.4%","0.6","1.1","52.2","59.6%","0.6","1.6","38.2","2015","Guard"
"2182","Jeremy Lamb","CHA","24","3","3","100%","1.7","2.7","62.5","68.8","87.5%","1.3","2.3","57.1","12.5%","0.3","0.3","100","2015","Guard"
"2183","KJ McDaniels","HOU","23","4","4","100%","1.0","2.5","40.0","45.0","70.0%","0.8","1.8","42.9","30.0%","0.3","0.8","33.3","2015","Guard"
"2184","Randy Foye","OKC","32","16","14","100%","0.9","2.5","35.0","45.0","35.0%","0.4","0.9","42.9","65.0%","0.5","1.6","30.8","2015","Guard"
"2185","Cameron Payne","OKC","21","10","6","100%","0.7","2.4","29.2","33.3","58.3%","0.5","1.4","35.7","41.7%","0.2","1.0","20.0","2015","Guard"
"2186","Wesley Johnson","LAC","28","6","5","100%","0.8","2.3","35.7","46.4","35.7%","0.3","0.8","40.0","64.3%","0.5","1.5","33.3","2015","Guard"
"2187","Ty Lawson","IND","28","7","7","100%","0.9","2.3","37.5","37.5","81.3%","0.9","1.9","46.2","18.8%","0.0","0.4","0.0","2015","Guard"
"2188","Tyler Johnson","MIA","24","5","5","100%","1.0","2.2","45.5","59.1","45.5%","0.4","1.0","40.0","54.5%","0.6","1.2","50.0","2015","Guard"
"2189","Mo Williams","CLE","33","13","10","100%","0.6","2.1","28.6","33.9","53.6%","0.4","1.1","33.3","46.4%","0.2","1.0","23.1","2015","Guard"
"2190","Jordan McRae","CLE","25","2","2","100%","2.0","2.0","100","112.5","75.0%","1.5","1.5","100","25.0%","0.5","0.5","100","2015","Guard"
"2191","Jonathon Simmons","SAS","26","3","2","100%","1.3","2.0","66.7","83.3","66.7%","0.7","1.3","50.0","33.3%","0.7","0.7","100","2015","Guard"
"2192","Dorell Wright","MIA","30","5","5","100%","1.0","1.8","55.6","66.7","44.4%","0.6","0.8","75.0","55.6%","0.4","1.0","40.0","2015","Guard"
"2193","Joe Young","IND","24","4","4","100%","0.8","1.8","42.9","50.0","42.9%","0.5","0.8","66.7","57.1%","0.3","1.0","25.0","2015","Guard"
"2194","Troy Daniels","CHA","24","4","3","100%","0.3","1.8","14.3","14.3","57.1%","0.3","1.0","25.0","42.9%","0.0","0.8","0.0","2015","Guard"
"2195","Anthony Morrow","OKC","30","14","10","100%","0.8","1.7","45.8","56.3","41.7%","0.4","0.7","60.0","58.3%","0.4","1.0","35.7","2015","Guard"
"2196","Lamar Patterson","ATL","24","4","3","100%","0.5","1.5","33.3","41.7","50.0%","0.3","0.8","33.3","50.0%","0.3","0.8","33.3","2015","Guard"
"2197","Brandon Rush","GSW","30","14","9","100%","0.6","1.4","45.0","55.0","40.0%","0.4","0.6","62.5","60.0%","0.3","0.9","33.3","2015","Guard"
"2198","RJ Hunter","BOS","22","5","4","100%","0.4","1.4","28.6","35.7","57.1%","0.2","0.8","25.0","42.9%","0.2","0.6","33.3","2015","Guard"
"2199","Steve Blake","DET","36","4","3","100%","0.3","1.3","20.0","30.0","60.0%","0.0","0.8","0.0","40.0%","0.3","0.5","50.0","2015","Guard"
"2200","Andre Miller","SAS","40","5","3","100%","0.6","1.2","50.0","58.3","50.0%","0.4","0.6","66.7","50.0%","0.2","0.6","33.3","2015","Guard"
"2201","Kirk Hinrich","ATL","35","6","2","100%","0.3","1.2","28.6","35.7","57.1%","0.2","0.7","25.0","42.9%","0.2","0.5","33.3","2015","Guard"
"2202","Delon Wright","TOR","24","9","5","100%","0.3","1.1","30.0","30.0","90.0%","0.3","1.0","33.3","10.0%","0.0","0.1","0.0","2015","Guard"
"2203","Jodie Meeks","DET","28","1","1","100%","1.0","1.0","100","100","100%","1.0","1.0","100","0.0%","0.0","0.0","-","2015","Guard"
"2204","Spencer Dinwiddie","CHI","23","1","1","100%","1.0","1.0","100","100","100%","1.0","1.0","100","0.0%","0.0","0.0","-","2015","Guard"
"2205","Glenn Robinson III","IND","22","4","3","100%","0.8","1.0","75.0","75.0","100%","0.8","1.0","75.0","0.0%","0.0","0.0","-","2015","Guard"
"2206","James Young","BOS","20","3","1","100%","0.3","1.0","33.3","33.3","66.7%","0.3","0.7","50.0","33.3%","0.0","0.3","0.0","2015","Guard"
"2207","Pablo Prigioni","LAC","39","5","2","100%","0.0","1.0","0.0","0.0","60.0%","0.0","0.6","0.0","40.0%","0.0","0.4","0.0","2015","Guard"
"2208","Jorge Gutierrez","CHA","27","3","2","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2015","Guard"
"2209","John Holland","BOS","27","1","1","100%","0.0","1.0","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.0","0.0","2015","Guard"
"2210","Brian Roberts","POR","30","10","5","100%","0.2","0.9","22.2","22.2","55.6%","0.2","0.5","40.0","44.4%","0.0","0.4","0.0","2015","Guard"
"2211","Dahntay Jones","CLE","35","15","9","100%","0.4","0.9","46.2","50.0","76.9%","0.3","0.7","50.0","23.1%","0.1","0.2","33.3","2015","Guard"
"2212","Pat Connaughton","POR","23","6","3","100%","0.5","0.8","60.0","80.0","40.0%","0.2","0.3","50.0","60.0%","0.3","0.5","66.7","2015","Guard"
"2213","James Jones","CLE","35","12","5","100%","0.2","0.8","20.0","25.0","30.0%","0.1","0.3","33.3","70.0%","0.1","0.6","14.3","2015","Guard"
"2214","Luis Montero","POR","23","6","3","100%","0.5","0.5","100","133.3","33.3%","0.2","0.2","100","66.7%","0.3","0.3","100","2015","Guard"
"2215","C.J. Wilcox","LAC","25","2","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2015","Guard"
