"","V1","V2","V3","V4","V5","Field Goals","Field Goals","Field Goals","Field Goals","Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","Season"
"1","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2021-2022"
"900","Marco Belinelli","SAS","28","23","23","100%","1.9","4.1","46.8","55.3","60.6%","1.2","2.5","49.1","39.4%","0.7","1.6","43.2","2013-2014"
"901","Chris Douglas-Roberts","CHA","27","4","4","100%","2.8","3.8","73.3","86.7","46.7%","1.8","1.8","100","53.3%","1.0","2.0","50.0","2013-2014"
"902","Troy Daniels","HOU","22","4","4","100%","2.3","3.8","60.0","86.7","6.7%","0.3","0.3","100","93.3%","2.0","3.5","57.1","2013-2014"
"903","Derek Fisher","OKC","39","19","18","100%","1.2","3.7","32.4","40.8","42.3%","0.6","1.6","36.7","57.7%","0.6","2.2","29.3","2013-2014"
"904","Jeremy Lamb","OKC","22","11","8","100%","1.6","3.7","41.5","43.9","68.3%","1.4","2.5","53.6","31.7%","0.2","1.2","15.4","2013-2014"
"905","Norris Cole","MIA","25","20","20","100%","1.6","3.6","43.8","54.1","46.6%","0.8","1.7","50.0","53.4%","0.8","1.9","38.5","2013-2014"
"906","Martell Webster","WAS","27","11","10","100%","1.4","3.5","38.5","46.2","33.3%","0.8","1.2","69.2","66.7%","0.6","2.4","23.1","2013-2014"
"907","Thabo Sefolosha","OKC","30","15","13","100%","1.5","3.5","43.4","49.1","56.6%","1.1","2.0","56.7","43.4%","0.4","1.5","26.1","2013-2014"
"908","Luke Ridnour","CHA","33","4","4","100%","1.0","3.3","30.8","38.5","53.8%","0.5","1.8","28.6","46.2%","0.5","1.5","33.3","2013-2014"
"909","Andre Miller","WAS","38","11","11","100%","1.7","3.2","54.3","55.7","91.4%","1.6","2.9","56.3","8.6%","0.1","0.3","33.3","2013-2014"
"910","Francisco Garcia","HOU","32","2","2","100%","1.0","3.0","33.3","33.3","50.0%","1.0","1.5","66.7","50.0%","0.0","1.5","0.0","2013-2014"
"911","Wayne Ellington","DAL","26","2","2","100%","1.0","3.0","33.3","50.0","0.0%","0.0","0.0","-","100%","1.0","3.0","33.3","2013-2014"
"912","Evan Turner","IND","25","12","9","100%","1.3","2.8","45.5","51.5","78.8%","0.9","2.2","42.3","21.2%","0.3","0.6","57.1","2013-2014"
"913","John Salmons","TOR","34","6","6","100%","0.8","2.7","31.3","37.5","25.0%","0.5","0.7","75.0","75.0%","0.3","2.0","16.7","2013-2014"
"914","James Jones","MIA","33","15","12","100%","1.2","2.6","46.2","65.4","17.9%","0.2","0.5","42.9","82.1%","1.0","2.1","46.9","2013-2014"
"915","Cory Joseph","SAS","22","17","14","100%","1.0","2.1","48.6","48.6","91.4%","1.0","1.9","53.1","8.6%","0.0","0.2","0.0","2013-2014"
"916","Steve Blake","GSW","34","6","5","100%","0.7","2.0","33.3","45.8","16.7%","0.2","0.3","50.0","83.3%","0.5","1.7","30.0","2013-2014"
"917","CJ McCollum","POR","22","6","5","100%","0.2","1.8","9.1","9.1","54.5%","0.2","1.0","16.7","45.5%","0.0","0.8","0.0","2013-2014"
"918","Tony Snell","CHI","22","5","4","100%","0.4","1.8","22.2","22.2","44.4%","0.4","0.8","50.0","55.6%","0.0","1.0","0.0","2013-2014"
"919","Donald Sloan","IND","26","4","2","100%","0.5","1.8","28.6","35.7","42.9%","0.3","0.8","33.3","57.1%","0.3","1.0","25.0","2013-2014"
"920","Rasual Butler","IND","35","11","8","100%","0.6","1.4","40.0","56.7","20.0%","0.1","0.3","33.3","80.0%","0.5","1.1","41.7","2013-2014"
"921","Dennis Schroder","ATL","20","2","1","100%","1.0","1.0","100","125.0","50.0%","0.5","0.5","100","50.0%","0.5","0.5","100","2013-2014"
"922","Willie Green","LAC","32","5","3","100%","0.2","1.0","20.0","30.0","20.0%","0.0","0.2","0.0","80.0%","0.2","0.8","25.0","2013-2014"
"923","Andre Roberson","OKC","22","2","1","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2013-2014"
"924","Shane Larkin","DAL","21","2","2","100%","0.0","1.0","0.0","0.0","50.0%","0.0","0.5","0.0","50.0%","0.0","0.5","0.0","2013-2014"
"925","Jamaal Franklin","MEM","22","2","1","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2013-2014"
"926","Toney Douglas","MIA","28","10","5","100%","0.3","0.8","37.5","56.3","25.0%","0.0","0.2","0.0","75.0%","0.3","0.6","50.0","2013-2014"
"927","Reggie Bullock","LAC","23","2","1","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2013-2014"
"928","Earl Watson","POR","35","4","1","100%","0.0","0.3","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","0.3","0.0","2013-2014"
"929","Garrett Temple","WAS","28","10","2","100%","0.2","0.2","100","125.0","50.0%","0.1","0.1","100","50.0%","0.1","0.1","100","2013-2014"
