"","V1","V2","V3","V4","V5","Field Goals","Field Goals","Field Goals","Field Goals","Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","Season"
"1","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2021-2022"
"803","Jeff Green","LAC","29","6","6","100%","3.5","7.3","47.7","52.3","77.3%","2.8","5.7","50.0","22.7%","0.7","1.7","40.0","2015-2016"
"804","Justin Anderson","DAL","22","5","5","100%","3.4","7.2","47.2","52.8","63.9%","2.6","4.6","56.5","36.1%","0.8","2.6","30.8","2015-2016"
"805","Jonas Jerebko","BOS","29","6","6","100%","3.7","7.2","51.2","59.3","48.8%","2.5","3.5","71.4","51.2%","1.2","3.7","31.8","2015-2016"
"806","Kris Humphries","ATL","31","4","4","100%","3.3","7.0","46.4","55.4","64.3%","2.0","4.5","44.4","35.7%","1.3","2.5","50.0","2015-2016"
"807","Donatas Motiejunas","HOU","25","5","5","100%","3.2","7.0","45.7","51.4","74.3%","2.4","5.2","46.2","25.7%","0.8","1.8","44.4","2015-2016"
"808","Andre Iguodala","GSW","32","24","24","100%","3.3","6.5","49.7","57.6","58.6%","2.2","3.8","57.6","41.4%","1.0","2.7","38.5","2015-2016"
"809","Danny Green","SAS","29","10","10","100%","3.0","6.5","46.2","64.6","26.2%","0.6","1.7","35.3","73.8%","2.4","4.8","50.0","2015-2016"
"810","Patrick Patterson","TOR","27","20","20","100%","2.8","6.5","42.3","50.4","46.2%","1.7","3.0","56.7","53.8%","1.1","3.5","30.0","2015-2016"
"811","Marvin Williams","CHA","30","7","7","100%","2.0","6.4","31.1","37.8","62.2%","1.1","4.0","28.6","37.8%","0.9","2.4","35.3","2015-2016"
"812","Jared Sullinger","BOS","24","6","6","100%","2.2","6.3","34.2","36.8","89.5%","1.8","5.7","32.4","10.5%","0.3","0.7","50.0","2015-2016"
"813","Vince Carter","MEM","39","4","4","100%","3.8","6.0","62.5","77.1","58.3%","2.0","3.5","57.1","41.7%","1.8","2.5","70.0","2015-2016"
"814","Stanley Johnson","DET","20","4","4","100%","3.0","5.8","52.2","65.2","56.5%","1.5","3.3","46.2","43.5%","1.5","2.5","60.0","2015-2016"
"815","Terrence Ross","TOR","25","20","20","100%","2.3","5.7","40.4","49.6","44.7%","1.3","2.5","49.0","55.3%","1.1","3.1","33.3","2015-2016"
"816","Mason Plumlee","POR","26","11","11","100%","2.5","5.3","48.3","48.3","100%","2.5","5.3","48.3","0.0%","0.0","0.0","-","2015-2016"
"817","Cody Zeller","CHA","23","7","7","100%","3.0","5.1","58.3","58.3","100%","3.0","5.1","58.3","0.0%","0.0","0.0","-","2015-2016"
"818","David West","SAS","35","10","10","100%","2.5","5.1","49.0","52.0","90.2%","2.2","4.6","47.8","9.8%","0.3","0.5","60.0","2015-2016"
"819","Justise Winslow","MIA","20","13","13","100%","2.5","5.1","48.5","52.3","72.7%","2.1","3.7","56.3","27.3%","0.4","1.4","27.8","2015-2016"
"820","JaMychal Green","MEM","26","4","4","100%","3.0","5.0","60.0","60.0","95.0%","3.0","4.8","63.2","5.0%","0.0","0.3","0.0","2015-2016"
"821","Tyler Zeller","BOS","26","3","3","100%","2.3","5.0","46.7","46.7","100%","2.3","5.0","46.7","0.0%","0.0","0.0","-","2015-2016"
"822","CJ Miles","IND","29","7","7","100%","1.4","5.0","28.6","31.4","45.7%","1.1","2.3","50.0","54.3%","0.3","2.7","10.5","2015-2016"
"823","Amir Johnson","BOS","29","6","6","100%","3.7","4.8","75.9","75.9","93.1%","3.7","4.5","81.5","6.9%","0.0","0.3","0.0","2015-2016"
"824","Corey Brewer","HOU","30","5","4","100%","1.4","4.8","29.2","31.3","58.3%","1.2","2.8","42.9","41.7%","0.2","2.0","10.0","2015-2016"
"825","Marreese Speights","GSW","28","24","23","100%","1.9","4.8","40.4","48.2","62.3%","1.2","3.0","39.4","37.7%","0.8","1.8","41.9","2015-2016"
"826","Boris Diaw","SAS","34","9","9","100%","2.3","4.7","50.0","52.4","88.1%","2.1","4.1","51.4","11.9%","0.2","0.6","40.0","2015-2016"
"827","Dwight Powell","DAL","24","4","4","100%","2.3","4.5","50.0","50.0","94.4%","2.3","4.3","52.9","5.6%","0.0","0.3","0.0","2015-2016"
"828","Thabo Sefolosha","ATL","32","10","10","100%","2.2","4.5","48.9","56.7","57.8%","1.5","2.6","57.7","42.2%","0.7","1.9","36.8","2015-2016"
"829","Tim Duncan","SAS","40","10","8","100%","2.2","4.4","50.0","50.0","100%","2.2","4.4","50.0","0.0%","0.0","0.0","-","2015-2016"
"830","David Lee","DAL","33","2","2","100%","3.0","4.0","75.0","75.0","100%","3.0","4.0","75.0","0.0%","0.0","0.0","-","2015-2016"
"831","Solomon Hill","IND","25","7","7","100%","2.0","4.0","50.0","69.6","32.1%","0.4","1.3","33.3","67.9%","1.6","2.7","57.9","2015-2016"
"832","Channing Frye","CLE","33","17","14","100%","2.4","3.9","61.2","80.6","32.8%","0.9","1.3","68.2","67.2%","1.5","2.6","57.8","2015-2016"
"833","Gerald Green","MIA","30","12","11","100%","1.3","3.9","34.0","38.3","70.2%","1.0","2.8","36.4","29.8%","0.3","1.2","28.6","2015-2016"
"834","Mike Scott","ATL","27","10","8","100%","2.5","3.9","64.1","74.4","59.0%","1.7","2.3","73.9","41.0%","0.8","1.6","50.0","2015-2016"
"835","Tristan Thompson","CLE","25","21","19","100%","2.3","3.7","62.8","62.8","100%","2.3","3.7","62.8","0.0%","0.0","0.0","-","2015-2016"
"836","Richard Jefferson","CLE","36","21","20","100%","2.1","3.6","57.9","65.1","63.2%","1.6","2.3","68.8","36.8%","0.5","1.3","39.3","2015-2016"
"837","Jarell Martin","MEM","22","2","2","100%","1.5","3.5","42.9","42.9","100%","1.5","3.5","42.9","0.0%","0.0","0.0","-","2015-2016"
"838","Josh McRoberts","MIA","29","10","8","100%","1.6","3.4","47.1","47.1","79.4%","1.6","2.7","59.3","20.6%","0.0","0.7","0.0","2015-2016"
"839","Josh Smith","HOU","30","4","4","100%","1.5","3.3","46.2","61.5","38.5%","0.5","1.3","40.0","61.5%","1.0","2.0","50.0","2015-2016"
"840","Bismack Biyombo","TOR","23","20","17","100%","2.0","3.1","64.5","64.5","100%","2.0","3.1","64.5","0.0%","0.0","0.0","-","2015-2016"
"841","Ed Davis","POR","27","11","11","100%","1.9","3.1","61.8","61.8","94.1%","1.9","2.9","65.6","5.9%","0.0","0.2","0.0","2015-2016"
"842","Reggie Bullock","DET","25","2","2","100%","2.5","3.0","83.3","100","50.0%","1.5","1.5","100","50.0%","1.0","1.5","66.7","2015-2016"
"843","Chris Andersen","MEM","37","4","4","100%","1.3","3.0","41.7","41.7","100%","1.3","3.0","41.7","0.0%","0.0","0.0","-","2015-2016"
"844","PJ Hairston","MEM","23","2","2","100%","1.0","3.0","33.3","41.7","50.0%","0.5","1.5","33.3","50.0%","0.5","1.5","33.3","2015-2016"
"845","Charlie Villanueva","DAL","31","4","3","100%","0.8","3.0","25.0","29.2","58.3%","0.5","1.8","28.6","41.7%","0.3","1.3","20.0","2015-2016"
"846","Luis Scola","TOR","36","11","11","100%","0.7","2.5","28.6","35.7","25.0%","0.4","0.6","57.1","75.0%","0.4","1.9","19.0","2015-2016"
"847","KJ McDaniels","HOU","23","4","4","100%","1.0","2.5","40.0","45.0","70.0%","0.8","1.8","42.9","30.0%","0.3","0.8","33.3","2015-2016"
"848","James Johnson","TOR","29","10","7","100%","1.2","2.4","50.0","58.3","62.5%","0.8","1.5","53.3","37.5%","0.4","0.9","44.4","2015-2016"
"849","Spencer Hawes","CHA","28","5","5","100%","1.2","2.4","50.0","54.2","66.7%","1.0","1.6","62.5","33.3%","0.2","0.8","25.0","2015-2016"
"850","Kyle Anderson","SAS","22","10","8","100%","0.8","2.4","33.3","35.4","87.5%","0.7","2.1","33.3","12.5%","0.1","0.3","33.3","2015-2016"
"851","Paul Pierce","LAC","38","5","5","100%","0.4","2.4","16.7","20.8","58.3%","0.2","1.4","14.3","41.7%","0.2","1.0","20.0","2015-2016"
"852","Wesley Johnson","LAC","28","6","5","100%","0.8","2.3","35.7","46.4","35.7%","0.3","0.8","40.0","64.3%","0.5","1.5","33.3","2015-2016"
"853","Amar'e Stoudemire","MIA","33","9","8","100%","1.2","2.1","57.9","57.9","100%","1.2","2.1","57.9","0.0%","0.0","0.0","-","2015-2016"
"854","Mike Muscala","ATL","24","9","6","100%","1.1","2.1","52.6","57.9","68.4%","0.9","1.4","61.5","31.6%","0.2","0.7","33.3","2015-2016"
"855","Jonathon Simmons","SAS","26","3","2","100%","1.3","2.0","66.7","83.3","66.7%","0.7","1.3","50.0","33.3%","0.7","0.7","100","2015-2016"
"856","Jordan Mickey","BOS","21","2","2","100%","1.0","2.0","50.0","50.0","100%","1.0","2.0","50.0","0.0%","0.0","0.0","-","2015-2016"
"857","Dorell Wright","MIA","30","5","5","100%","1.0","1.8","55.6","66.7","44.4%","0.6","0.8","75.0","55.6%","0.4","1.0","40.0","2015-2016"
"858","Aron Baynes","DET","29","4","4","100%","1.0","1.8","57.1","57.1","100%","1.0","1.8","57.1","0.0%","0.0","0.0","-","2015-2016"
"859","Kelly Olynyk","BOS","25","4","4","100%","0.3","1.8","14.3","14.3","57.1%","0.3","1.0","25.0","42.9%","0.0","0.8","0.0","2015-2016"
"860","Clint Capela","HOU","22","5","5","100%","0.6","1.6","37.5","37.5","100%","0.6","1.6","37.5","0.0%","0.0","0.0","-","2015-2016"
"861","Udonis Haslem","MIA","36","9","6","100%","0.9","1.6","57.1","57.1","100%","0.9","1.6","57.1","0.0%","0.0","0.0","-","2015-2016"
"862","Lamar Patterson","ATL","24","4","3","100%","0.5","1.5","33.3","41.7","50.0%","0.3","0.8","33.3","50.0%","0.3","0.8","33.3","2015-2016"
"863","Montrezl Harrell","HOU","22","2","2","100%","0.5","1.5","33.3","33.3","66.7%","0.5","1.0","50.0","33.3%","0.0","0.5","0.0","2015-2016"
"864","Kyle Singler","OKC","28","6","4","100%","0.5","1.5","33.3","44.4","55.6%","0.2","0.8","20.0","44.4%","0.3","0.7","50.0","2015-2016"
"865","Josh Huestis","OKC","24","2","2","100%","0.5","1.5","33.3","50.0","33.3%","0.0","0.5","0.0","66.7%","0.5","1.0","50.0","2015-2016"
"866","Brandon Rush","GSW","30","14","9","100%","0.6","1.4","45.0","55.0","40.0%","0.4","0.6","62.5","60.0%","0.3","0.9","33.3","2015-2016"
"867","Anthony Tolliver","DET","31","3","3","100%","0.7","1.3","50.0","50.0","50.0%","0.7","0.7","100","50.0%","0.0","0.7","0.0","2015-2016"
"868","Lavoy Allen","IND","27","6","3","100%","0.5","1.3","37.5","37.5","100%","0.5","1.3","37.5","0.0%","0.0","0.0","-","2015-2016"
"869","Luc Mbah a Moute","LAC","29","5","3","100%","0.8","1.0","80.0","80.0","100%","0.8","1.0","80.0","0.0%","0.0","0.0","-","2015-2016"
"870","Glenn Robinson III","IND","22","4","3","100%","0.8","1.0","75.0","75.0","100%","0.8","1.0","75.0","0.0%","0.0","0.0","-","2015-2016"
"871","James Young","BOS","20","3","1","100%","0.3","1.0","33.3","33.3","66.7%","0.3","0.7","50.0","33.3%","0.0","0.3","0.0","2015-2016"
"872","John Holland","BOS","27","1","1","100%","0.0","1.0","0.0","0.0","0.0%","0.0","0.0","-","100%","0.0","1.0","0.0","2015-2016"
"873","Jason Thompson","TOR","29","10","6","100%","0.4","0.9","44.4","44.4","88.9%","0.4","0.8","50.0","11.1%","0.0","0.1","0.0","2015-2016"
"874","Dahntay Jones","CLE","35","15","9","100%","0.4","0.9","46.2","50.0","76.9%","0.3","0.7","50.0","23.1%","0.1","0.2","33.3","2015-2016"
"875","James Jones","CLE","35","12","5","100%","0.2","0.8","20.0","25.0","30.0%","0.1","0.3","33.3","70.0%","0.1","0.6","14.3","2015-2016"
"876","Anderson Varejao","GSW","33","17","9","100%","0.3","0.7","41.7","41.7","100%","0.3","0.7","41.7","0.0%","0.0","0.0","-","2015-2016"
"877","Nick Collison","OKC","35","9","5","100%","0.4","0.7","66.7","66.7","100%","0.4","0.7","66.7","0.0%","0.0","0.0","-","2015-2016"
"878","Jeff Ayres","LAC","29","2","1","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2015-2016"
"879","Noah Vonleh","POR","20","6","2","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2015-2016"
"880","James Michael McAdoo","GSW","23","8","2","100%","0.3","0.3","100","100","100%","0.3","0.3","100","0.0%","0.0","0.0","-","2015-2016"
"881","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2014-2015"
"882","LeBron James","CLE","30","20","20","100%","11.3","25.9","43.9","46.3","78.7%","10.1","20.4","49.6","21.3%","1.3","5.5","22.7","2014-2015"
"883","Anthony Davis","NOP","22","4","4","100%","11.8","20.8","56.6","56.6","97.6%","11.8","20.3","58.0","2.4%","0.0","0.5","0.0","2014-2015"
"884","LaMarcus Aldridge","POR","29","5","5","100%","7.4","20.6","35.9","37.4","89.3%","6.8","18.4","37.0","10.7%","0.6","2.2","27.3","2014-2015"
"885","Blake Griffin","LAC","26","14","14","100%","10.0","17.9","55.8","56.0","97.2%","9.9","17.4","57.0","2.8%","0.1","0.5","14.3","2014-2015"
"886","Dirk Nowitzki","DAL","37","5","5","100%","7.6","16.8","45.2","47.6","79.8%","6.8","13.4","50.7","20.2%","0.8","3.4","23.5","2014-2015"
"887","Jimmy Butler","CHI","25","12","12","100%","7.8","16.5","47.5","54.5","63.6%","5.5","10.5","52.4","36.4%","2.3","6.0","38.9","2014-2015"
"888","Joe Johnson","BKN","34","6","6","100%","5.7","15.3","37.0","43.5","56.5%","3.7","8.7","42.3","43.5%","2.0","6.7","30.0","2014-2015"
"889","Kawhi Leonard","SAS","24","7","7","100%","7.4","14.7","50.5","55.8","75.7%","5.9","11.1","52.6","24.3%","1.6","3.6","44.0","2014-2015"
"890","Khris Middleton","MIL","23","6","6","100%","5.8","14.3","40.7","47.1","60.5%","4.0","8.7","46.2","39.5%","1.8","5.7","32.4","2014-2015"
"891","Chandler Parsons","DAL","26","1","1","100%","5.0","14.0","35.7","35.7","71.4%","5.0","10.0","50.0","28.6%","0.0","4.0","0.0","2014-2015"
"892","Zach Randolph","MEM","33","11","11","100%","6.5","13.8","46.7","47.0","96.7%","6.4","13.4","47.6","3.3%","0.1","0.5","20.0","2014-2015"
"893","Nicolas Batum","POR","26","5","5","100%","4.8","13.2","36.4","46.2","40.9%","2.2","5.4","40.7","59.1%","2.6","7.8","33.3","2014-2015"
"894","Al Horford","ATL","29","16","16","100%","6.7","12.8","52.5","52.9","95.6%","6.6","12.2","53.8","4.4%","0.1","0.6","22.2","2014-2015"
"895","Paul Millsap","ATL","30","16","16","100%","5.3","12.4","42.7","46.5","75.4%","4.4","9.4","46.7","24.6%","0.9","3.1","30.6","2014-2015"
"896","Tim Duncan","SAS","39","7","7","100%","7.6","11.6","65.4","65.4","98.8%","7.6","11.4","66.3","1.2%","0.0","0.1","0.0","2014-2015"
"897","JR Smith","CLE","29","18","18","100%","4.6","11.1","41.5","54.3","31.0%","1.8","3.4","51.6","69.0%","2.8","7.7","37.0","2014-2015"
"898","Pau Gasol","CHI","34","10","10","100%","5.6","11.0","50.9","50.9","96.4%","5.6","10.6","52.8","3.6%","0.0","0.4","0.0","2014-2015"
"899","Josh Smith","HOU","29","17","17","100%","5.0","10.9","45.9","53.2","61.6%","3.4","6.7","50.9","38.4%","1.6","4.2","38.0","2014-2015"
"900","Giannis Antetokounmpo","MIL","20","6","6","100%","4.3","10.8","40.0","40.0","98.5%","4.3","10.7","40.6","1.5%","0.0","0.2","0.0","2014-2015"
"901","Draymond Green","GSW","25","21","21","100%","4.8","10.7","44.4","49.8","60.0%","3.6","6.4","56.3","40.0%","1.1","4.3","26.7","2014-2015"
"902","DeMarre Carroll","ATL","28","16","16","100%","5.4","10.3","52.1","60.9","57.6%","3.6","5.9","60.0","42.4%","1.8","4.4","41.4","2014-2015"
"903","Thaddeus Young","BKN","27","6","6","100%","4.8","10.2","47.5","47.5","93.4%","4.8","9.5","50.9","6.6%","0.0","0.7","0.0","2014-2015"
"904","Boris Diaw","SAS","33","7","7","100%","4.9","10.0","48.6","51.4","74.3%","4.3","7.4","57.7","25.7%","0.6","2.6","22.2","2014-2015"
"905","Trevor Ariza","HOU","29","17","17","100%","4.4","10.0","44.1","54.7","44.1%","2.3","4.4","52.0","55.9%","2.1","5.6","37.9","2014-2015"
"906","Ersan Ilyasova","MIL","28","6","6","100%","3.3","9.7","34.5","38.8","60.3%","2.5","5.8","42.9","39.7%","0.8","3.8","21.7","2014-2015"
"907","Paul Pierce","WAS","37","10","10","100%","4.8","9.6","50.0","67.2","35.4%","1.5","3.4","44.1","64.6%","3.3","6.2","53.2","2014-2015"
"908","Evan Turner","BOS","26","4","4","100%","4.0","9.3","43.2","45.9","89.2%","3.5","8.3","42.4","10.8%","0.5","1.0","50.0","2014-2015"
"909","Harrison Barnes","GSW","23","21","21","100%","4.2","9.2","45.6","51.3","67.9%","3.1","6.2","50.4","32.1%","1.1","3.0","35.5","2014-2015"
"910","Bojan Bogdanovic","BKN","26","6","6","100%","3.8","9.2","41.8","51.8","41.8%","2.0","3.8","52.2","58.2%","1.8","5.3","34.4","2014-2015"
"911","Corey Brewer","HOU","29","17","17","100%","4.2","9.1","46.8","50.6","72.7%","3.5","6.6","53.6","27.3%","0.7","2.5","28.6","2014-2015"
"912","Jared Sullinger","BOS","23","4","4","100%","5.3","9.0","58.3","62.5","75.0%","4.5","6.8","66.7","25.0%","0.8","2.3","33.3","2014-2015"
"913","Kevin Love","CLE","26","4","4","100%","4.3","9.0","47.2","59.7","44.4%","2.0","4.0","50.0","55.6%","2.3","5.0","45.0","2014-2015"
"914","Jeff Green","MEM","28","11","11","100%","3.3","8.9","36.7","38.8","82.7%","2.9","7.4","39.5","17.3%","0.4","1.6","23.5","2014-2015"
"915","Ryan Anderson","NOP","27","4","4","100%","4.0","8.8","45.7","52.9","65.7%","2.8","5.8","47.8","34.3%","1.3","3.0","41.7","2014-2015"
"916","Tyreke Evans","NOP","25","4","4","100%","3.5","8.8","40.0","42.9","68.6%","3.0","6.0","50.0","31.4%","0.5","2.8","18.2","2014-2015"
"917","Otto Porter Jr.","WAS","22","10","10","100%","3.9","8.4","46.4","53.6","61.9%","2.7","5.2","51.9","38.1%","1.2","3.2","37.5","2014-2015"
"918","Terrence Jones","HOU","23","17","17","100%","3.9","8.3","47.5","48.6","87.2%","3.8","7.2","52.0","12.8%","0.2","1.1","16.7","2014-2015"
"919","Danny Green","SAS","28","7","7","100%","3.0","8.1","36.8","47.4","29.8%","1.3","2.4","52.9","70.2%","1.7","5.7","30.0","2014-2015"
"920","Andre Iguodala","GSW","31","21","21","100%","3.9","8.0","48.2","56.8","51.2%","2.5","4.1","60.5","48.8%","1.4","3.9","35.4","2014-2015"
"921","Miles Plumlee","MIL","26","1","1","100%","1.0","8.0","12.5","12.5","100%","1.0","8.0","12.5","0.0%","0.0","0.0","-","2014-2015"
"922","Amir Johnson","TOR","28","4","4","100%","5.0","7.0","71.4","71.4","96.4%","5.0","6.8","74.1","3.6%","0.0","0.3","0.0","2014-2015"
"923","Johnny O'Bryant III","MIL","22","1","1","100%","3.0","7.0","42.9","42.9","100%","3.0","7.0","42.9","0.0%","0.0","0.0","-","2014-2015"
"924","Terrence Ross","TOR","24","4","4","100%","2.8","7.0","39.3","50.0","39.3%","1.3","2.8","45.5","60.7%","1.5","4.3","35.3","2014-2015"
"925","Mike Dunleavy","CHI","34","12","12","100%","3.6","6.9","51.8","68.1","33.7%","1.3","2.3","57.1","66.3%","2.3","4.6","49.1","2014-2015"
"926","Nene","WAS","32","10","10","100%","3.4","6.9","49.3","49.3","100%","3.4","6.9","49.3","0.0%","0.0","0.0","-","2014-2015"
"927","Alan Anderson","BKN","32","6","6","100%","4.2","6.8","61.0","73.2","61.0%","2.5","4.2","60.0","39.0%","1.7","2.7","62.5","2014-2015"
"928","Jae Crowder","BOS","24","4","4","100%","3.8","6.8","55.6","61.1","63.0%","3.0","4.3","70.6","37.0%","0.8","2.5","30.0","2014-2015"
"929","Tyler Zeller","BOS","25","4","4","100%","3.8","6.5","57.7","57.7","100%","3.8","6.5","57.7","0.0%","0.0","0.0","-","2014-2015"
"930","Matt Barnes","LAC","35","14","14","100%","2.7","6.5","41.8","50.5","35.2%","1.6","2.3","68.8","64.8%","1.1","4.2","27.1","2014-2015"
"931","Quincy Pondexter","NOP","27","4","4","100%","2.5","6.5","38.5","44.2","61.5%","1.8","4.0","43.8","38.5%","0.8","2.5","30.0","2014-2015"
"932","John Henson","MIL","24","6","6","100%","4.0","6.2","64.9","64.9","97.3%","4.0","6.0","66.7","2.7%","0.0","0.2","0.0","2014-2015"
"933","Tristan Thompson","CLE","24","20","19","100%","3.6","6.0","59.5","59.5","100%","3.6","6.0","59.5","0.0%","0.0","0.0","-","2014-2015"
"934","Patrick Patterson","TOR","26","4","4","100%","3.8","6.0","62.5","77.1","41.7%","2.0","2.5","80.0","58.3%","1.8","3.5","50.0","2014-2015"
"935","Amar'e Stoudemire","DAL","32","5","5","100%","3.0","6.0","50.0","50.0","100%","3.0","6.0","50.0","0.0%","0.0","0.0","-","2014-2015"
"936","Vince Carter","MEM","38","11","11","100%","2.5","5.8","42.2","47.7","56.3%","1.8","3.3","55.6","43.8%","0.6","2.5","25.0","2014-2015"
"937","Drew Gooden","WAS","33","10","10","100%","2.3","5.7","40.4","50.9","57.9%","1.1","3.3","33.3","42.1%","1.2","2.4","50.0","2014-2015"
"938","Marco Belinelli","SAS","29","7","7","100%","2.9","5.6","51.3","69.2","23.1%","0.9","1.3","66.7","76.9%","2.0","4.3","46.7","2014-2015"
"939","Tony Allen","MEM","33","10","10","100%","2.8","5.5","50.9","51.8","87.3%","2.7","4.8","56.3","12.7%","0.1","0.7","14.3","2014-2015"
"940","Al-Farouq Aminu","DAL","24","5","5","100%","3.4","5.4","63.0","75.9","59.3%","2.0","3.2","62.5","40.7%","1.4","2.2","63.6","2014-2015"
"941","Nikola Mirotic","CHI","24","11","10","100%","1.8","5.3","34.5","40.5","48.3%","1.2","2.5","46.4","51.7%","0.6","2.7","23.3","2014-2015"
"942","Taj Gibson","CHI","30","12","11","100%","2.8","5.2","54.8","54.8","100%","2.8","5.2","54.8","0.0%","0.0","0.0","-","2014-2015"
"943","Charlie Villanueva","DAL","30","5","5","100%","2.2","4.8","45.8","62.5","20.8%","0.6","1.0","60.0","79.2%","1.6","3.8","42.1","2014-2015"
"944","Mike Scott","ATL","26","11","10","100%","1.9","4.7","40.4","44.2","50.0%","1.6","2.4","65.4","50.0%","0.4","2.4","15.4","2014-2015"
"945","Jared Dudley","MIL","29","6","6","100%","2.3","4.5","51.9","66.7","48.1%","1.0","2.2","46.2","51.9%","1.3","2.3","57.1","2014-2015"
"946","Earl Clark","BKN","27","2","2","100%","1.0","4.5","22.2","33.3","66.7%","0.0","3.0","0.0","33.3%","1.0","1.5","66.7","2014-2015"
"947","Tony Snell","CHI","23","11","11","100%","1.4","3.9","34.9","45.3","37.2%","0.6","1.4","37.5","62.8%","0.8","2.5","33.3","2014-2015"
"948","James Jones","CLE","34","20","19","100%","1.3","3.7","35.1","50.0","14.9%","0.2","0.6","36.4","85.1%","1.1","3.1","34.9","2014-2015"
"949","Marreese Speights","GSW","27","10","9","100%","1.4","3.6","38.9","38.9","100%","1.4","3.6","38.9","0.0%","0.0","0.0","-","2014-2015"
"950","Brandon Bass","BOS","30","4","4","100%","1.8","3.5","50.0","50.0","100%","1.8","3.5","50.0","0.0%","0.0","0.0","-","2014-2015"
"951","Jonas Jerebko","BOS","28","4","4","100%","1.3","3.5","35.7","35.7","71.4%","1.3","2.5","50.0","28.6%","0.0","1.0","0.0","2014-2015"
"952","Richard Jefferson","DAL","35","4","3","100%","1.3","3.3","38.5","50.0","38.5%","0.5","1.3","40.0","61.5%","0.8","2.0","37.5","2014-2015"
"953","Mike Muscala","ATL","23","10","10","100%","2.0","3.2","62.5","65.6","75.0%","1.8","2.4","75.0","25.0%","0.2","0.8","25.0","2014-2015"
"954","Pero Antic","ATL","32","15","13","100%","1.1","3.1","34.0","45.7","31.9%","0.3","1.0","33.3","68.1%","0.7","2.1","34.4","2014-2015"
"955","Kelly Olynyk","BOS","24","4","3","100%","1.8","3.0","58.3","70.8","50.0%","1.0","1.5","66.7","50.0%","0.8","1.5","50.0","2014-2015"
"956","James Johnson","TOR","28","2","2","100%","1.0","3.0","33.3","33.3","100%","1.0","3.0","33.3","0.0%","0.0","0.0","-","2014-2015"
"957","David Lee","GSW","32","13","11","100%","1.2","2.9","42.1","42.1","100%","1.2","2.9","42.1","0.0%","0.0","0.0","-","2014-2015"
"958","Dante Cunningham","NOP","28","4","4","100%","2.3","2.5","90.0","90.0","100%","2.3","2.5","90.0","0.0%","0.0","0.0","-","2014-2015"
"959","Glen Davis","LAC","29","14","14","100%","1.2","2.1","56.7","56.7","96.7%","1.2","2.1","58.6","3.3%","0.0","0.1","0.0","2014-2015"
"960","Spencer Hawes","LAC","27","8","5","100%","1.1","2.1","52.9","61.8","64.7%","0.8","1.4","54.5","35.3%","0.4","0.8","50.0","2014-2015"
"961","Allen Crabbe","POR","23","2","2","100%","2.0","2.0","100","125.0","50.0%","1.0","1.0","100","50.0%","1.0","1.0","100","2014-2015"
"962","Martell Webster","WAS","28","1","1","100%","1.0","2.0","50.0","50.0","50.0%","1.0","1.0","100","50.0%","0.0","1.0","0.0","2014-2015"
"963","Aron Baynes","SAS","28","4","3","100%","0.8","2.0","37.5","37.5","100%","0.8","2.0","37.5","0.0%","0.0","0.0","-","2014-2015"
"964","Gigi Datome","BOS","27","3","2","100%","0.7","2.0","33.3","33.3","66.7%","0.7","1.3","50.0","33.3%","0.0","0.7","0.0","2014-2015"
"965","Brandon Rush","GSW","29","3","1","100%","0.3","1.7","20.0","30.0","60.0%","0.0","1.0","0.0","40.0%","0.3","0.7","50.0","2014-2015"
"966","Mirza Teletovic","BKN","29","3","2","100%","0.0","1.7","0.0","0.0","20.0%","0.0","0.3","0.0","80.0%","0.0","1.3","0.0","2014-2015"
"967","Hedo Turkoglu","LAC","36","11","8","100%","0.4","1.6","23.5","29.4","23.5%","0.2","0.4","50.0","76.5%","0.2","1.2","15.4","2014-2015"
"968","Matt Bonner","SAS","35","7","4","100%","0.3","1.4","20.0","30.0","10.0%","0.0","0.1","0.0","90.0%","0.3","1.3","22.2","2014-2015"
"969","Kris Humphries","WAS","30","1","1","100%","1.0","1.0","100","100","100%","1.0","1.0","100","0.0%","0.0","0.0","-","2014-2015"
"970","Doug McDermott","CHI","23","3","1","100%","0.3","1.0","33.3","50.0","33.3%","0.0","0.3","0.0","66.7%","0.3","0.7","50.0","2014-2015"
"971","Mason Plumlee","BKN","25","6","2","100%","0.7","0.8","80.0","80.0","100%","0.7","0.8","80.0","0.0%","0.0","0.0","-","2014-2015"
"972","Shawn Marion","CLE","37","6","3","100%","0.2","0.8","20.0","20.0","100%","0.2","0.8","20.0","0.0%","0.0","0.0","-","2014-2015"
"973","Ekpe Udoh","LAC","28","4","1","100%","0.3","0.8","33.3","33.3","100%","0.3","0.8","33.3","0.0%","0.0","0.0","-","2014-2015"
